"birth_year","group","DHB","category","sub_category","number","denominator","percent","population","rate"
2013,"DHB","Auckland","agegrp1","35-39",1402,6257,22.4,16940,82.8
2013,"DHB","Auckland","agegrp1","40+",378,6257,6,17510,21.6
2013,"DHB","Auckland","agegrp1","<20",189,6257,3,15430,12.2
2013,"DHB","Bay of Plenty","agegrp1","20-24",629,2758,22.8,5640,111.5
2013,"DHB","Bay of Plenty","agegrp1","25-29",721,2758,26.1,5500,131.1
2013,"DHB","Bay of Plenty","agegrp1","30-34",716,2758,26,5760,124.3
2013,"DHB","Bay of Plenty","agegrp1","35-39",414,2758,15,6510,63.6
2013,"DHB","Bay of Plenty","agegrp1","40+",89,2758,3.2,7810,11.4
2013,"DHB","Bay of Plenty","agegrp1","<20",189,2758,6.9,6700,28.2
2013,"DHB","Canterbury","agegrp1","20-24",868,5830,14.9,17160,50.6
2013,"DHB","Canterbury","agegrp1","25-29",1526,5830,26.2,15210,100.3
2013,"DHB","Canterbury","agegrp1","30-34",1838,5830,31.5,15290,120.2
2013,"DHB","Canterbury","agegrp1","35-39",1082,5830,18.6,16160,67
2013,"DHB","Canterbury","agegrp1","40+",268,5830,4.6,19290,13.9
2013,"DHB","Canterbury","agegrp1","<20",248,5830,4.3,16200,15.3
2013,"DHB","Capital & Coast","agegrp1","20-24",468,3634,12.9,13370,35
2013,"DHB","Capital & Coast","agegrp1","25-29",759,3634,20.9,11150,68.1
2013,"DHB","Capital & Coast","agegrp1","30-34",1219,3634,33.5,10810,112.8
2013,"DHB","Capital & Coast","agegrp1","35-39",872,3634,24,10780,80.9
2013,"DHB","Capital & Coast","agegrp1","40+",213,3634,5.9,11690,18.2
2013,"DHB","Capital & Coast","agegrp1","<20",103,3634,2.8,10530,9.8
2013,"DHB","Counties Manukau","agegrp1","20-24",1846,8186,22.6,18410,100.3
2013,"DHB","Counties Manukau","agegrp1","25-29",2179,8186,26.6,17170,126.9
2013,"DHB","Counties Manukau","agegrp1","30-34",2134,8186,26.1,16970,125.8
2013,"DHB","Counties Manukau","agegrp1","35-39",1157,8186,14.1,16520,70
2013,"DHB","Counties Manukau","agegrp1","40+",281,8186,3.4,18830,14.9
2013,"DHB","Counties Manukau","agegrp1","<20",589,8186,7.2,19290,30.5
2013,"DHB","Hawke's Bay","agegrp1","20-24",495,2154,23,4370,113.3
2013,"DHB","Hawke's Bay","agegrp1","25-29",544,2154,25.3,4000,136
2013,"DHB","Hawke's Bay","agegrp1","30-34",544,2154,25.3,4090,133
2013,"DHB","Hawke's Bay","agegrp1","35-39",298,2154,13.8,4840,61.6
2013,"DHB","Hawke's Bay","agegrp1","40+",84,2154,3.9,5770,14.6
2013,"DHB","Hawke's Bay","agegrp1","<20",189,2154,8.8,5220,36.2
2013,"DHB","Hutt Valley","agegrp1","20-24",350,1918,18.2,4580,76.4
2013,"DHB","Hutt Valley","agegrp1","25-29",465,1918,24.2,4350,106.9
2013,"DHB","Hutt Valley","agegrp1","30-34",549,1918,28.6,4690,117.1
2013,"DHB","Hutt Valley","agegrp1","35-39",343,1918,17.9,4980,68.9
2013,"DHB","Hutt Valley","agegrp1","40+",92,1918,4.8,5650,16.3
2013,"DHB","Hutt Valley","agegrp1","<20",119,1918,6.2,4730,25.2
2013,"DHB","Lakes","agegrp1","20-24",358,1422,25.2,3020,118.5
2013,"DHB","Lakes","agegrp1","25-29",414,1422,29.1,3070,134.9
2013,"DHB","Lakes","agegrp1","30-34",297,1422,20.9,3000,99
2013,"DHB","Lakes","agegrp1","35-39",171,1422,12,3280,52.1
2013,"DHB","Lakes","agegrp1","40+",49,1422,3.4,3730,13.1
2013,"DHB","Lakes","agegrp1","<20",133,1422,9.4,3480,38.2
2013,"DHB","MidCentral","agegrp1","20-24",466,2123,22,6350,73.4
2013,"DHB","MidCentral","agegrp1","25-29",607,2123,28.6,5120,118.6
2013,"DHB","MidCentral","agegrp1","30-34",507,2123,23.9,4810,105.4
2013,"DHB","MidCentral","agegrp1","35-39",307,2123,14.5,4930,62.3
2013,"DHB","MidCentral","agegrp1","40+",80,2123,3.8,5720,14
2013,"DHB","MidCentral","agegrp1","<20",156,2123,7.3,6250,25
2013,"DHB","Nelson Marlborough","agegrp1","20-24",286,1552,18.4,3110,92
2013,"DHB","Nelson Marlborough","agegrp1","25-29",396,1552,25.5,3420,115.8
2013,"DHB","Nelson Marlborough","agegrp1","30-34",436,1552,28.1,3730,116.9
2013,"DHB","Nelson Marlborough","agegrp1","35-39",284,1552,18.3,4310,65.9
2013,"DHB","Nelson Marlborough","agegrp1","40+",72,1552,4.6,5380,13.4
2013,"DHB","Nelson Marlborough","agegrp1","<20",78,1552,5,4060,19.2
2013,"DHB","Northland","agegrp1","20-24",559,2130,26.2,4190,133.4
2013,"DHB","Northland","agegrp1","25-29",582,2130,27.3,3970,146.6
2013,"DHB","Northland","agegrp1","30-34",432,2130,20.3,3900,110.8
2013,"DHB","Northland","agegrp1","35-39",277,2130,13,4600,60.2
2013,"DHB","Northland","agegrp1","40+",99,2130,4.6,5620,17.6
2013,"DHB","Northland","agegrp1","<20",181,2130,8.5,5300,34.2
2013,"DHB","South Canterbury","agegrp1","20-24",140,641,21.8,1380,101.4
2013,"DHB","South Canterbury","agegrp1","25-29",191,641,29.8,1340,142.5
2013,"DHB","South Canterbury","agegrp1","30-34",154,641,24,1390,110.8
2013,"DHB","South Canterbury","agegrp1","35-39",93,641,14.5,1620,57.4
2013,"DHB","South Canterbury","agegrp1","40+",24,641,3.7,2030,11.8
2013,"DHB","South Canterbury","agegrp1","<20",39,641,6.1,1680,23.2
2013,"DHB","Southern","agegrp1","20-24",581,3449,16.8,12250,47.4
2013,"DHB","Southern","agegrp1","25-29",943,3449,27.3,8920,105.7
2013,"DHB","Southern","agegrp1","30-34",1039,3449,30.1,9190,113.1
2013,"DHB","Southern","agegrp1","35-39",578,3449,16.8,9530,60.7
2013,"DHB","Southern","agegrp1","40+",133,3449,3.9,10820,12.3
2013,"DHB","Southern","agegrp1","<20",175,3449,5.1,11590,15.1
2013,"DHB","Tairawhiti","agegrp1","20-24",175,707,24.8,1450,120.7
2013,"DHB","Tairawhiti","agegrp1","25-29",192,707,27.2,1380,139.1
2013,"DHB","Tairawhiti","agegrp1","30-34",161,707,22.8,1370,117.5
2013,"DHB","Tairawhiti","agegrp1","35-39",82,707,11.6,1410,58.2
2013,"DHB","Tairawhiti","agegrp1","40+",24,707,3.4,1640,14.6
2013,"DHB","Tairawhiti","agegrp1","<20",73,707,10.3,1680,43.5
2013,"DHB","Taranaki","agegrp1","20-24",334,1523,21.9,3100,107.7
2013,"DHB","Taranaki","agegrp1","25-29",458,1523,30.1,3290,139.2
2013,"DHB","Taranaki","agegrp1","30-34",382,1523,25.1,3270,116.8
2013,"DHB","Taranaki","agegrp1","35-39",210,1523,13.8,3630,57.9
2013,"DHB","Taranaki","agegrp1","40+",50,1523,3.3,4090,12.2
2013,"DHB","Taranaki","agegrp1","<20",89,1523,5.8,3510,25.4
2013,"DHB","Unknown","agegrp1","20-24",66,369,NA,NA,NA
2013,"DHB","Unknown","agegrp1","25-29",93,369,NA,NA,NA
2013,"DHB","Unknown","agegrp1","30-34",92,369,NA,NA,NA
2013,"DHB","Unknown","agegrp1","35-39",55,369,NA,NA,NA
2013,"DHB","Unknown","agegrp1","40+",41,369,NA,NA,NA
2013,"DHB","Unknown","agegrp1","<20",22,369,NA,NA,NA
2013,"DHB","Waikato","agegrp1","20-24",1208,5221,23.1,13380,90.3
2013,"DHB","Waikato","agegrp1","25-29",1493,5221,28.6,11770,126.8
2013,"DHB","Waikato","agegrp1","30-34",1296,5221,24.8,11290,114.8
2013,"DHB","Waikato","agegrp1","35-39",696,5221,13.3,11610,59.9
2013,"DHB","Waikato","agegrp1","40+",176,5221,3.4,13420,13.1
2013,"DHB","Waikato","agegrp1","<20",352,5221,6.7,13280,26.5
2013,"DHB","Wairarapa","agegrp1","20-24",94,501,18.8,1050,89.5
2013,"DHB","Wairarapa","agegrp1","25-29",136,501,27.1,900,151.1
2013,"DHB","Wairarapa","agegrp1","30-34",130,501,25.9,1060,122.6
2013,"DHB","Wairarapa","agegrp1","35-39",69,501,13.8,1190,58
2013,"DHB","Wairarapa","agegrp1","40+",28,501,5.6,1540,18.2
2013,"DHB","Wairarapa","agegrp1","<20",44,501,8.8,1300,33.8
2013,"DHB","Waitemata","agegrp1","20-24",926,7673,12.1,18700,49.5
2013,"DHB","Waitemata","agegrp1","25-29",1927,7673,25.1,17740,108.6
2013,"DHB","Waitemata","agegrp1","30-34",2578,7673,33.6,19110,134.9
2013,"DHB","Waitemata","agegrp1","35-39",1559,7673,20.3,19310,80.7
2013,"DHB","Waitemata","agegrp1","40+",401,7673,5.2,22630,17.7
2013,"DHB","Waitemata","agegrp1","<20",282,7673,3.7,19090,14.8
2013,"DHB","West Coast","agegrp1","20-24",86,377,22.8,840,102.4
2013,"DHB","West Coast","agegrp1","25-29",103,377,27.3,850,121.2
2013,"DHB","West Coast","agegrp1","30-34",90,377,23.9,910,98.9
2013,"DHB","West Coast","agegrp1","35-39",55,377,14.6,980,56.1
2013,"DHB","West Coast","agegrp1","40+",15,377,4,1220,12.3
2013,"DHB","West Coast","agegrp1","<20",28,377,7.4,930,30.1
2013,"DHB","Whanganui","agegrp1","20-24",218,827,26.4,1740,125.3
2013,"DHB","Whanganui","agegrp1","25-29",231,827,27.9,1610,143.5
2013,"DHB","Whanganui","agegrp1","30-34",168,827,20.3,1560,107.7
2013,"DHB","Whanganui","agegrp1","35-39",111,827,13.4,1710,64.9
2013,"DHB","Whanganui","agegrp1","40+",23,827,2.8,2030,11.3
2013,"DHB","Whanganui","agegrp1","<20",76,827,9.2,2050,37.1
2014,"DHB","Auckland","agegrp1","20-24",699,6307,11.1,21730,32.2
2014,"DHB","Auckland","agegrp1","25-29",1432,6307,22.7,21850,65.5
2014,"DHB","Auckland","agegrp1","30-34",2247,6307,35.6,19640,114.4
2014,"DHB","Auckland","agegrp1","35-39",1413,6307,22.4,16870,83.8
2014,"DHB","Auckland","agegrp1","40+",340,6307,5.4,17420,19.5
2014,"DHB","Auckland","agegrp1","<20",176,6307,2.8,15260,11.5
2014,"DHB","Bay of Plenty","agegrp1","20-24",618,2791,22.1,5810,106.4
2014,"DHB","Bay of Plenty","agegrp1","25-29",762,2791,27.3,5880,129.6
2014,"DHB","Bay of Plenty","agegrp1","30-34",750,2791,26.9,5950,126.1
2014,"DHB","Bay of Plenty","agegrp1","35-39",372,2791,13.3,6500,57.2
2014,"DHB","Bay of Plenty","agegrp1","40+",106,2791,3.8,7860,13.5
2014,"DHB","Bay of Plenty","agegrp1","<20",183,2791,6.6,6720,27.2
2014,"DHB","Canterbury","agegrp1","20-24",875,6001,14.6,17520,49.9
2014,"DHB","Canterbury","agegrp1","25-29",1604,6001,26.7,15960,100.5
2014,"DHB","Canterbury","agegrp1","30-34",1966,6001,32.8,15690,125.3
2014,"DHB","Canterbury","agegrp1","35-39",1058,6001,17.6,16010,66.1
2014,"DHB","Canterbury","agegrp1","40+",270,6001,4.5,19090,14.1
2014,"DHB","Canterbury","agegrp1","<20",228,6001,3.8,16120,14.1
2014,"DHB","Capital & Coast","agegrp1","20-24",405,3530,11.5,13600,29.8
2014,"DHB","Capital & Coast","agegrp1","25-29",795,3530,22.5,11560,68.8
2014,"DHB","Capital & Coast","agegrp1","30-34",1219,3530,34.5,10900,111.8
2014,"DHB","Capital & Coast","agegrp1","35-39",806,3530,22.8,10660,75.6
2014,"DHB","Capital & Coast","agegrp1","40+",204,3530,5.8,11690,17.5
2014,"DHB","Capital & Coast","agegrp1","<20",101,3530,2.9,10540,9.6
2014,"DHB","Counties Manukau","agegrp1","20-24",1756,8291,21.2,19220,91.4
2014,"DHB","Counties Manukau","agegrp1","25-29",2395,8291,28.9,17940,133.5
2014,"DHB","Counties Manukau","agegrp1","30-34",2251,8291,27.1,17500,128.6
2014,"DHB","Counties Manukau","agegrp1","35-39",1064,8291,12.8,16530,64.4
2014,"DHB","Counties Manukau","agegrp1","40+",309,8291,3.7,18610,16.6
2014,"DHB","Counties Manukau","agegrp1","<20",516,8291,6.2,19260,26.8
2014,"DHB","Hawke's Bay","agegrp1","20-24",468,2067,22.6,4360,107.3
2014,"DHB","Hawke's Bay","agegrp1","25-29",537,2067,26,4260,126.1
2014,"DHB","Hawke's Bay","agegrp1","30-34",496,2067,24,4150,119.5
2014,"DHB","Hawke's Bay","agegrp1","35-39",307,2067,14.9,4720,65
2014,"DHB","Hawke's Bay","agegrp1","40+",79,2067,3.8,5810,13.6
2014,"DHB","Hawke's Bay","agegrp1","<20",180,2067,8.7,5310,33.9
2014,"DHB","Hutt Valley","agegrp1","20-24",319,1857,17.2,4620,69
2014,"DHB","Hutt Valley","agegrp1","25-29",458,1857,24.7,4630,98.9
2014,"DHB","Hutt Valley","agegrp1","30-34",575,1857,31,4780,120.3
2014,"DHB","Hutt Valley","agegrp1","35-39",318,1857,17.1,4900,64.9
2014,"DHB","Hutt Valley","agegrp1","40+",91,1857,4.9,5650,16.1
2014,"DHB","Hutt Valley","agegrp1","<20",96,1857,5.2,4660,20.6
2014,"DHB","Lakes","agegrp1","20-24",322,1394,23.1,3100,103.9
2014,"DHB","Lakes","agegrp1","25-29",422,1394,30.3,3230,130.7
2014,"DHB","Lakes","agegrp1","30-34",328,1394,23.5,3030,108.3
2014,"DHB","Lakes","agegrp1","35-39",166,1394,11.9,3280,50.6
2014,"DHB","Lakes","agegrp1","40+",36,1394,2.6,3670,9.8
2014,"DHB","Lakes","agegrp1","<20",120,1394,8.6,3490,34.4
2014,"DHB","MidCentral","agegrp1","20-24",443,2095,21.1,6310,70.2
2014,"DHB","MidCentral","agegrp1","25-29",595,2095,28.4,5240,113.5
2014,"DHB","MidCentral","agegrp1","30-34",576,2095,27.5,4900,117.6
2014,"DHB","MidCentral","agegrp1","35-39",283,2095,13.5,4880,58
2014,"DHB","MidCentral","agegrp1","40+",68,2095,3.2,5720,11.9
2014,"DHB","MidCentral","agegrp1","<20",130,2095,6.2,6220,20.9
2014,"DHB","Nelson Marlborough","agegrp1","20-24",254,1422,17.9,3200,79.4
2014,"DHB","Nelson Marlborough","agegrp1","25-29",387,1422,27.2,3530,109.6
2014,"DHB","Nelson Marlborough","agegrp1","30-34",372,1422,26.2,3770,98.7
2014,"DHB","Nelson Marlborough","agegrp1","35-39",282,1422,19.8,4240,66.5
2014,"DHB","Nelson Marlborough","agegrp1","40+",59,1422,4.1,5340,11
2014,"DHB","Nelson Marlborough","agegrp1","<20",68,1422,4.8,4090,16.6
2014,"DHB","Northland","agegrp1","20-24",528,2101,25.1,4300,122.8
2014,"DHB","Northland","agegrp1","25-29",584,2101,27.8,4220,138.4
2014,"DHB","Northland","agegrp1","30-34",470,2101,22.4,3990,117.8
2014,"DHB","Northland","agegrp1","35-39",252,2101,12,4480,56.2
2014,"DHB","Northland","agegrp1","40+",87,2101,4.1,5550,15.7
2014,"DHB","Northland","agegrp1","<20",180,2101,8.6,5360,33.6
2014,"DHB","South Canterbury","agegrp1","20-24",121,652,18.6,1380,87.7
2014,"DHB","South Canterbury","agegrp1","25-29",206,652,31.6,1430,144.1
2014,"DHB","South Canterbury","agegrp1","30-34",189,652,29,1420,133.1
2014,"DHB","South Canterbury","agegrp1","35-39",92,652,14.1,1570,58.6
2014,"DHB","South Canterbury","agegrp1","40+",13,652,2,2010,6.5
2014,"DHB","South Canterbury","agegrp1","<20",31,652,4.8,1720,18
2014,"DHB","Southern","agegrp1","20-24",556,3284,16.9,12490,44.5
2014,"DHB","Southern","agegrp1","25-29",899,3284,27.4,9450,95.1
2014,"DHB","Southern","agegrp1","30-34",1038,3284,31.6,9250,112.2
2014,"DHB","Southern","agegrp1","35-39",535,3284,16.3,9430,56.7
2014,"DHB","Southern","agegrp1","40+",132,3284,4,10710,12.3
2014,"DHB","Southern","agegrp1","<20",124,3284,3.8,11570,10.7
2014,"DHB","Tairawhiti","agegrp1","20-24",154,687,22.4,1400,110
2014,"DHB","Tairawhiti","agegrp1","25-29",189,687,27.5,1410,134
2014,"DHB","Tairawhiti","agegrp1","30-34",161,687,23.4,1360,118.4
2014,"DHB","Tairawhiti","agegrp1","35-39",89,687,13,1410,63.1
2014,"DHB","Tairawhiti","agegrp1","40+",21,687,3.1,1620,13
2014,"DHB","Tairawhiti","agegrp1","<20",73,687,10.6,1700,42.9
2014,"DHB","Taranaki","agegrp1","20-24",316,1518,20.8,3090,102.3
2014,"DHB","Taranaki","agegrp1","25-29",458,1518,30.2,3350,136.7
2014,"DHB","Taranaki","agegrp1","30-34",421,1518,27.7,3340,126
2014,"DHB","Taranaki","agegrp1","35-39",191,1518,12.6,3500,54.6
2014,"DHB","Taranaki","agegrp1","40+",49,1518,3.2,4160,11.8
2014,"DHB","Taranaki","agegrp1","<20",83,1518,5.5,3560,23.3
2014,"DHB","Unknown","agegrp1","20-24",85,439,NA,NA,NA
2014,"DHB","Unknown","agegrp1","25-29",107,439,NA,NA,NA
2014,"DHB","Unknown","agegrp1","30-34",108,439,NA,NA,NA
2014,"DHB","Unknown","agegrp1","35-39",65,439,NA,NA,NA
2014,"DHB","Unknown","agegrp1","40+",48,439,NA,NA,NA
2014,"DHB","Unknown","agegrp1","<20",26,439,NA,NA,NA
2014,"DHB","Waikato","agegrp1","20-24",1112,5255,21.2,13500,82.4
2014,"DHB","Waikato","agegrp1","25-29",1554,5255,29.6,12210,127.3
2014,"DHB","Waikato","agegrp1","30-34",1376,5255,26.2,11610,118.5
2014,"DHB","Waikato","agegrp1","35-39",691,5255,13.1,11560,59.8
2014,"DHB","Waikato","agegrp1","40+",175,5255,3.3,13320,13.1
2014,"DHB","Waikato","agegrp1","<20",347,5255,6.6,13420,25.9
2014,"DHB","Wairarapa","agegrp1","20-24",115,473,24.3,1040,110.6
2014,"DHB","Wairarapa","agegrp1","25-29",120,473,25.4,970,123.7
2014,"DHB","Wairarapa","agegrp1","30-34",108,473,22.8,1070,100.9
2014,"DHB","Wairarapa","agegrp1","35-39",73,473,15.4,1170,62.4
2014,"DHB","Wairarapa","agegrp1","40+",21,473,4.4,1520,13.8
2014,"DHB","Wairarapa","agegrp1","<20",36,473,7.6,1290,27.9
2014,"DHB","Waitemata","agegrp1","20-24",922,7857,11.7,19430,47.5
2014,"DHB","Waitemata","agegrp1","25-29",1977,7857,25.2,18470,107
2014,"DHB","Waitemata","agegrp1","30-34",2791,7857,35.5,19820,140.8
2014,"DHB","Waitemata","agegrp1","35-39",1563,7857,19.9,19280,81.1
2014,"DHB","Waitemata","agegrp1","40+",380,7857,4.8,22230,17.1
2014,"DHB","Waitemata","agegrp1","<20",224,7857,2.9,18890,11.9
2014,"DHB","West Coast","agegrp1","20-24",77,351,21.9,860,89.5
2014,"DHB","West Coast","agegrp1","25-29",100,351,28.5,870,114.9
2014,"DHB","West Coast","agegrp1","30-34",88,351,25.1,880,100
2014,"DHB","West Coast","agegrp1","35-39",45,351,12.8,930,48.4
2014,"DHB","West Coast","agegrp1","40+",14,351,4,1170,12
2014,"DHB","West Coast","agegrp1","<20",27,351,7.7,870,31
2014,"DHB","Whanganui","agegrp1","20-24",223,817,27.3,1740,128.2
2014,"DHB","Whanganui","agegrp1","25-29",237,817,29,1680,141.1
2014,"DHB","Whanganui","agegrp1","30-34",177,817,21.7,1580,112
2014,"DHB","Whanganui","agegrp1","35-39",91,817,11.1,1650,55.2
2014,"DHB","Whanganui","agegrp1","40+",20,817,2.4,2040,9.8
2014,"DHB","Whanganui","agegrp1","<20",69,817,8.4,2000,34.5
2015,"DHB","Auckland","agegrp1","20-24",619,5899,10.5,21810,28.4
2015,"DHB","Auckland","agegrp1","25-29",1333,5899,22.6,22580,59
2015,"DHB","Auckland","agegrp1","30-34",2085,5899,35.3,20070,103.9
2015,"DHB","Auckland","agegrp1","35-39",1411,5899,23.9,16960,83.2
2015,"DHB","Auckland","agegrp1","40+",324,5899,5.5,17190,18.8
2015,"DHB","Auckland","agegrp1","<20",127,5899,2.2,15290,8.3
2015,"DHB","Bay of Plenty","agegrp1","20-24",556,2792,19.9,5970,93.1
2015,"DHB","Bay of Plenty","agegrp1","25-29",783,2792,28,6330,123.7
2015,"DHB","Bay of Plenty","agegrp1","30-34",760,2792,27.2,6230,122
2015,"DHB","Bay of Plenty","agegrp1","35-39",389,2792,13.9,6440,60.4
2015,"DHB","Bay of Plenty","agegrp1","40+",110,2792,3.9,7850,14
2015,"DHB","Bay of Plenty","agegrp1","<20",194,2792,6.9,6760,28.7
2015,"DHB","Canterbury","agegrp1","20-24",883,6207,14.2,17950,49.2
2015,"DHB","Canterbury","agegrp1","25-29",1667,6207,26.9,17220,96.8
2015,"DHB","Canterbury","agegrp1","30-34",2053,6207,33.1,16380,125.3
2015,"DHB","Canterbury","agegrp1","35-39",1099,6207,17.7,16210,67.8
2015,"DHB","Canterbury","agegrp1","40+",276,6207,4.4,19030,14.5
2015,"DHB","Canterbury","agegrp1","<20",229,6207,3.7,16410,14
2015,"DHB","Capital & Coast","agegrp1","20-24",386,3532,10.9,13840,27.9
2015,"DHB","Capital & Coast","agegrp1","25-29",727,3532,20.6,11980,60.7
2015,"DHB","Capital & Coast","agegrp1","30-34",1278,3532,36.2,11120,114.9
2015,"DHB","Capital & Coast","agegrp1","35-39",851,3532,24.1,10620,80.1
2015,"DHB","Capital & Coast","agegrp1","40+",201,3532,5.7,11640,17.3
2015,"DHB","Capital & Coast","agegrp1","<20",89,3532,2.5,10740,8.3
2015,"DHB","Counties Manukau","agegrp1","20-24",1637,8202,20,19850,82.5
2015,"DHB","Counties Manukau","agegrp1","25-29",2332,8202,28.4,19160,121.7
2015,"DHB","Counties Manukau","agegrp1","30-34",2341,8202,28.5,18350,127.6
2015,"DHB","Counties Manukau","agegrp1","35-39",1119,8202,13.6,16880,66.3
2015,"DHB","Counties Manukau","agegrp1","40+",294,8202,3.6,18300,16.1
2015,"DHB","Counties Manukau","agegrp1","<20",479,8202,5.8,19470,24.6
2015,"DHB","Hawke's Bay","agegrp1","20-24",472,1991,23.7,4420,106.8
2015,"DHB","Hawke's Bay","agegrp1","25-29",549,1991,27.6,4540,120.9
2015,"DHB","Hawke's Bay","agegrp1","30-34",536,1991,26.9,4270,125.5
2015,"DHB","Hawke's Bay","agegrp1","35-39",236,1991,11.9,4640,50.9
2015,"DHB","Hawke's Bay","agegrp1","40+",58,1991,2.9,5810,10
2015,"DHB","Hawke's Bay","agegrp1","<20",140,1991,7,5370,26.1
2015,"DHB","Hutt Valley","agegrp1","20-24",293,1968,14.9,4680,62.6
2015,"DHB","Hutt Valley","agegrp1","25-29",511,1968,26,4910,104.1
2015,"DHB","Hutt Valley","agegrp1","30-34",625,1968,31.8,4920,127
2015,"DHB","Hutt Valley","agegrp1","35-39",330,1968,16.8,4960,66.5
2015,"DHB","Hutt Valley","agegrp1","40+",93,1968,4.7,5500,16.9
2015,"DHB","Hutt Valley","agegrp1","<20",116,1968,5.9,4620,25.1
2015,"DHB","Lakes","agegrp1","20-24",326,1509,21.6,3100,105.2
2015,"DHB","Lakes","agegrp1","25-29",454,1509,30.1,3430,132.4
2015,"DHB","Lakes","agegrp1","30-34",373,1509,24.7,3120,119.6
2015,"DHB","Lakes","agegrp1","35-39",195,1509,12.9,3270,59.6
2015,"DHB","Lakes","agegrp1","40+",46,1509,3,3640,12.6
2015,"DHB","Lakes","agegrp1","<20",115,1509,7.6,3540,32.5
2015,"DHB","MidCentral","agegrp1","20-24",448,2109,21.2,6340,70.7
2015,"DHB","MidCentral","agegrp1","25-29",640,2109,30.3,5530,115.7
2015,"DHB","MidCentral","agegrp1","30-34",577,2109,27.4,5040,114.5
2015,"DHB","MidCentral","agegrp1","35-39",254,2109,12,4840,52.5
2015,"DHB","MidCentral","agegrp1","40+",67,2109,3.2,5620,11.9
2015,"DHB","MidCentral","agegrp1","<20",123,2109,5.8,6170,19.9
2015,"DHB","Nelson Marlborough","agegrp1","20-24",235,1418,16.6,3250,72.3
2015,"DHB","Nelson Marlborough","agegrp1","25-29",398,1418,28.1,3740,106.4
2015,"DHB","Nelson Marlborough","agegrp1","30-34",408,1418,28.8,3840,106.2
2015,"DHB","Nelson Marlborough","agegrp1","35-39",247,1418,17.4,4140,59.7
2015,"DHB","Nelson Marlborough","agegrp1","40+",73,1418,5.1,5300,13.8
2015,"DHB","Nelson Marlborough","agegrp1","<20",57,1418,4,4110,13.9
2015,"DHB","Northland","agegrp1","20-24",546,2136,25.6,4320,126.4
2015,"DHB","Northland","agegrp1","25-29",613,2136,28.7,4520,135.6
2015,"DHB","Northland","agegrp1","30-34",476,2136,22.3,4190,113.6
2015,"DHB","Northland","agegrp1","35-39",252,2136,11.8,4400,57.3
2015,"DHB","Northland","agegrp1","40+",77,2136,3.6,5520,13.9
2015,"DHB","Northland","agegrp1","<20",172,2136,8.1,5380,32
2015,"DHB","South Canterbury","agegrp1","20-24",138,660,20.9,1390,99.3
2015,"DHB","South Canterbury","agegrp1","25-29",168,660,25.5,1560,107.7
2015,"DHB","South Canterbury","agegrp1","30-34",212,660,32.1,1430,148.3
2015,"DHB","South Canterbury","agegrp1","35-39",94,660,14.2,1560,60.3
2015,"DHB","South Canterbury","agegrp1","40+",20,660,3,1970,10.2
2015,"DHB","South Canterbury","agegrp1","<20",28,660,4.2,1700,16.5
2015,"DHB","Southern","agegrp1","20-24",537,3415,15.7,12810,41.9
2015,"DHB","Southern","agegrp1","25-29",919,3415,26.9,9910,92.7
2015,"DHB","Southern","agegrp1","30-34",1089,3415,31.9,9670,112.6
2015,"DHB","Southern","agegrp1","35-39",601,3415,17.6,9380,64.1
2015,"DHB","Southern","agegrp1","40+",133,3415,3.9,10620,12.5
2015,"DHB","Southern","agegrp1","<20",136,3415,4,11560,11.8
2015,"DHB","Tairawhiti","agegrp1","20-24",189,735,25.7,1420,133.1
2015,"DHB","Tairawhiti","agegrp1","25-29",190,735,25.9,1480,128.4
2015,"DHB","Tairawhiti","agegrp1","30-34",172,735,23.4,1380,124.6
2015,"DHB","Tairawhiti","agegrp1","35-39",87,735,11.8,1370,63.5
2015,"DHB","Tairawhiti","agegrp1","40+",23,735,3.1,1590,14.5
2015,"DHB","Tairawhiti","agegrp1","<20",74,735,10.1,1680,44
2015,"DHB","Taranaki","agegrp1","20-24",283,1516,18.7,3090,91.6
2015,"DHB","Taranaki","agegrp1","25-29",468,1516,30.9,3510,133.3
2015,"DHB","Taranaki","agegrp1","30-34",409,1516,27,3390,120.6
2015,"DHB","Taranaki","agegrp1","35-39",221,1516,14.6,3500,63.1
2015,"DHB","Taranaki","agegrp1","40+",54,1516,3.6,4100,13.2
2015,"DHB","Taranaki","agegrp1","<20",81,1516,5.3,3540,22.9
